order_id,Grid_ID,Timestamp,preparation_time,restaurant_id,restaurant_name,time_bin,day_of_week,is_weekend
20250104-2750,883da115e9fffff,2025-01-04 20:01:00,12,311211,Def Col Social,2025-01-04 20:00:00,5,1
20250104-3870,883da11409fffff,2025-01-04 20:01:00,17,1286,Rajdhani Thali Restaurant,2025-01-04 20:00:00,5,1
20250104-3579,883da102d7fffff,2025-01-04 20:01:00,13,2649,Whipped,2025-01-04 20:00:00,5,1
20250104-2987,883da115e9fffff,2025-01-04 20:01:00,16,451,Swagath,2025-01-04 20:00:00,5,1
20250104-1876,883da1b925fffff,2025-01-04 20:01:00,22,304262,Ricos,2025-01-04 20:00:00,5,1
20250104-2628,883da1151bfffff,2025-01-04 20:01:00,18,1188,Lodi - The Garden Restaurant,2025-01-04 20:00:00,5,1
20250104-3333,883da1151bfffff,2025-01-04 20:01:00,14,1188,Lodi - The Garden Restaurant,2025-01-04 20:00:00,5,1
20250104-0341,883da1140bfffff,2025-01-04 20:01:00,5,2298,Haldiram's,2025-01-04 20:00:00,5,1
20250104-0374,883da11455fffff,2025-01-04 20:01:00,12,309073,Zizo,2025-01-04 20:00:00,5,1
20250104-3885,883da11409fffff,2025-01-04 20:01:00,17,930,Zen,2025-01-04 20:00:00,5,1
20250104-4416,883da11549fffff,2025-01-04 20:02:00,16,306503,Big Yellow Door,2025-01-04 20:00:00,5,1
20250104-0006,883da11455fffff,2025-01-04 20:02:00,16,2913,Gola Sizzlers,2025-01-04 20:00:00,5,1
20250104-4431,883da11453fffff,2025-01-04 20:02:00,15,463,Karim's,2025-01-04 20:00:00,5,1
20250104-4796,883da1b925fffff,2025-01-04 20:02:00,18,306407,YOLO 21,2025-01-04 20:00:00,5,1
20250104-1414,883da11409fffff,2025-01-04 20:02:00,20,3782,Fresc Co,2025-01-04 20:00:00,5,1
20250104-3383,883da11423fffff,2025-01-04 20:02:00,13,844,Khan Chacha,2025-01-04 20:00:00,5,1
20250104-1824,883da11409fffff,2025-01-04 20:02:00,13,4249,Wenger's,2025-01-04 20:00:00,5,1
20250104-3206,883da116a5fffff,2025-01-04 20:02:00,10,481,Moti Mahal,2025-01-04 20:00:00,5,1
20250104-0919,883da11409fffff,2025-01-04 20:02:00,23,4249,Wenger's,2025-01-04 20:00:00,5,1
20250104-1884,883da1140bfffff,2025-01-04 20:02:00,9,3393,Parikrama - The Revolving Restaurant,2025-01-04 20:00:00,5,1
20250104-1524,883da1140bfffff,2025-01-04 20:02:00,15,910,United Coffee House,2025-01-04 20:00:00,5,1
20250104-1542,883da102edfffff,2025-01-04 20:02:00,11,4283,FIO Country Kitchen and Bar,2025-01-04 20:00:00,5,1
20250104-1711,883da11549fffff,2025-01-04 20:02:00,21,306503,Big Yellow Door,2025-01-04 20:00:00,5,1
20250104-3352,883da11409fffff,2025-01-04 20:03:00,15,309790,The Vault Cafe,2025-01-04 20:00:00,5,1
20250104-4769,883da1140bfffff,2025-01-04 20:03:00,27,3393,Parikrama - The Revolving Restaurant,2025-01-04 20:00:00,5,1
20250104-3303,883da11409fffff,2025-01-04 20:03:00,9,18281985,Teddy Boy,2025-01-04 20:00:00,5,1
20250104-1623,883da1b925fffff,2025-01-04 20:03:00,18,301700,Big Yellow Door,2025-01-04 20:00:00,5,1
20250104-0080,883da115e9fffff,2025-01-04 20:03:00,11,556,Kent's Fast Food,2025-01-04 20:00:00,5,1
20250104-0033,883da18dadfffff,2025-01-04 20:03:00,11,301998,Punjab Grill,2025-01-04 20:00:00,5,1
20250104-4068,883da11455fffff,2025-01-04 20:03:00,20,1127,Castle 9,2025-01-04 20:00:00,5,1
20250104-4421,883da11423fffff,2025-01-04 20:03:00,10,3406,Amici Cafe,2025-01-04 20:00:00,5,1
20250104-2430,883da11409fffff,2025-01-04 20:03:00,9,18235515,FLYP@MTV,2025-01-04 20:00:00,5,1
20250104-4389,883da1140bfffff,2025-01-04 20:03:00,16,302878,Cha Bar,2025-01-04 20:00:00,5,1
20250104-0181,883da1152bfffff,2025-01-04 20:03:00,26,308322,Hauz Khas Social,2025-01-04 20:00:00,5,1
20250104-0741,883da115a5fffff,2025-01-04 20:03:00,11,305240,The Chatter House,2025-01-04 20:00:00,5,1
20250104-3132,883da11455fffff,2025-01-04 20:03:00,14,18306523,CafÃ­Â© MRP,2025-01-04 20:00:00,5,1
20250104-0268,883da11537fffff,2025-01-04 20:03:00,7,307113,Diggin,2025-01-04 20:00:00,5,1
20250104-3966,883da1b967fffff,2025-01-04 20:03:00,13,312576,Munch Nation,2025-01-04 20:00:00,5,1
20250104-3455,883da1140bfffff,2025-01-04 20:03:00,19,18279449,HotMess,2025-01-04 20:00:00,5,1
20250104-1207,883da11455fffff,2025-01-04 20:03:00,9,870,Nizam's Kathi Kabab,2025-01-04 20:00:00,5,1
20250104-1710,883da102dbfffff,2025-01-04 20:03:00,9,3190,Big Chill,2025-01-04 20:00:00,5,1
20250104-3569,883da1b925fffff,2025-01-04 20:03:00,19,301700,Big Yellow Door,2025-01-04 20:00:00,5,1
20250104-4693,883da11453fffff,2025-01-04 20:03:00,23,463,Karim's,2025-01-04 20:00:00,5,1
20250104-2061,883da1143dfffff,2025-01-04 20:03:00,27,799,Gulati,2025-01-04 20:00:00,5,1
20250104-0986,883da11625fffff,2025-01-04 20:03:00,13,18057792,Imly,2025-01-04 20:00:00,5,1
20250104-2528,883da1b925fffff,2025-01-04 20:03:00,9,18161577,Spezia Bistro,2025-01-04 20:00:00,5,1
20250104-0639,883da11455fffff,2025-01-04 20:04:00,19,309664,Caffe Tonino,2025-01-04 20:00:00,5,1
20250104-3402,883da11537fffff,2025-01-04 20:04:00,15,307113,Diggin,2025-01-04 20:00:00,5,1
20250104-3448,883da18dadfffff,2025-01-04 20:04:00,16,301998,Punjab Grill,2025-01-04 20:00:00,5,1
20250104-4581,883da11423fffff,2025-01-04 20:04:00,6,4741,Boombox Cafe,2025-01-04 20:00:00,5,1
20250104-1738,883da1b925fffff,2025-01-04 20:04:00,15,306407,YOLO 21,2025-01-04 20:00:00,5,1
20250104-0807,883da11423fffff,2025-01-04 20:04:00,19,1614,Big Chill,2025-01-04 20:00:00,5,1
20250104-4219,883da1b925fffff,2025-01-04 20:04:00,19,304262,Ricos,2025-01-04 20:00:00,5,1
20250104-1301,883da11431fffff,2025-01-04 20:04:00,12,305525,Cafe Lota,2025-01-04 20:00:00,5,1
20250104-2631,883da1140bfffff,2025-01-04 20:04:00,10,3393,Parikrama - The Revolving Restaurant,2025-01-04 20:00:00,5,1
20250104-4228,883da1152bfffff,2025-01-04 20:04:00,7,5030,Out Of The Box,2025-01-04 20:00:00,5,1
20250104-1807,883da18da1fffff,2025-01-04 20:04:00,13,5062,Hinglish - Cafe Beach Bar,2025-01-04 20:00:00,5,1
20250104-3205,883da1140bfffff,2025-01-04 20:04:00,13,307190,The Rolling Joint,2025-01-04 20:00:00,5,1
20250104-4444,883da1152bfffff,2025-01-04 20:05:00,24,308322,Hauz Khas Social,2025-01-04 20:00:00,5,1
20250104-2960,883da102c7fffff,2025-01-04 20:05:00,7,9984,Starbucks,2025-01-04 20:00:00,5,1
20250104-3526,883da11455fffff,2025-01-04 20:05:00,13,66,Embassy,2025-01-04 20:00:00,5,1
20250104-1771,883da1151bfffff,2025-01-04 20:05:00,17,1188,Lodi - The Garden Restaurant,2025-01-04 20:00:00,5,1
20250104-3456,883da1152bfffff,2025-01-04 20:05:00,19,5732,"Elma's Bakery, Bar, and Kitchen",2025-01-04 20:00:00,5,1
20250104-4231,883da1152bfffff,2025-01-04 20:05:00,11,304296,My Bar Grill,2025-01-04 20:00:00,5,1
20250104-0689,883da11409fffff,2025-01-04 20:05:00,14,900,Saravana Bhavan,2025-01-04 20:00:00,5,1
20250104-2948,883da11423fffff,2025-01-04 20:05:00,18,3406,Amici Cafe,2025-01-04 20:00:00,5,1
20250104-1803,883da11409fffff,2025-01-04 20:05:00,13,6957,My Bar Lounge & Restaurant,2025-01-04 20:00:00,5,1
20250104-0398,883da102c7fffff,2025-01-04 20:05:00,17,3192,Big Chill,2025-01-04 20:00:00,5,1
20250104-2745,883da11409fffff,2025-01-04 20:05:00,11,2769,Aqua - The Park,2025-01-04 20:00:00,5,1
20250104-0005,883da11409fffff,2025-01-04 20:05:00,20,2769,Aqua - The Park,2025-01-04 20:00:00,5,1
20250104-2471,883da11409fffff,2025-01-04 20:05:00,8,18157384,Jungle Jamboree,2025-01-04 20:00:00,5,1
20250104-2467,883da1152bfffff,2025-01-04 20:05:00,7,89,Naivedyam,2025-01-04 20:00:00,5,1
20250104-2046,883da11409fffff,2025-01-04 20:05:00,16,306497,Punjabi By Nature,2025-01-04 20:00:00,5,1
20250104-4823,883da115a5fffff,2025-01-04 20:06:00,12,18294261,Lord of the Drinks Forum,2025-01-04 20:00:00,5,1
20250104-0531,883da1152bfffff,2025-01-04 20:06:00,23,307931,Coast Cafe,2025-01-04 20:00:00,5,1
20250104-2054,883da11453fffff,2025-01-04 20:06:00,17,463,Karim's,2025-01-04 20:00:00,5,1
20250104-2118,883da11409fffff,2025-01-04 20:06:00,16,1286,Rajdhani Thali Restaurant,2025-01-04 20:00:00,5,1
20250104-4162,883da11423fffff,2025-01-04 20:06:00,20,309788,SodaBottleOpenerWala,2025-01-04 20:00:00,5,1
20250104-2984,883da11735fffff,2025-01-04 20:06:00,11,2742,Bukhara - ITC Maurya,2025-01-04 20:00:00,5,1
20250104-0999,883da1140bfffff,2025-01-04 20:06:00,17,4907,Kitty Su - The Lalit New Delhi,2025-01-04 20:00:00,5,1
20250104-2271,883da11423fffff,2025-01-04 20:06:00,9,2632,Mamagoto,2025-01-04 20:00:00,5,1
20250104-4225,883da11455fffff,2025-01-04 20:06:00,15,301605,Warehouse Cafe,2025-01-04 20:00:00,5,1
20250104-3019,883da11409fffff,2025-01-04 20:06:00,15,308579,The Town House Cafe,2025-01-04 20:00:00,5,1
20250104-3025,883da11455fffff,2025-01-04 20:07:00,10,309073,Zizo,2025-01-04 20:00:00,5,1
20250104-2268,883da11409fffff,2025-01-04 20:07:00,19,900,Saravana Bhavan,2025-01-04 20:00:00,5,1
20250104-0335,883da11489fffff,2025-01-04 20:07:00,13,18070486,QD's Restaurant,2025-01-04 20:00:00,5,1
20250104-2603,883da1b925fffff,2025-01-04 20:07:00,25,304262,Ricos,2025-01-04 20:00:00,5,1
20250104-2138,883da11507fffff,2025-01-04 20:07:00,16,1777,Rajinder Da Dhaba,2025-01-04 20:00:00,5,1
20250104-2090,883da11409fffff,2025-01-04 20:07:00,10,311057,My Bar Headquarters,2025-01-04 20:00:00,5,1
20250104-1089,883da11409fffff,2025-01-04 20:07:00,14,6957,My Bar Lounge & Restaurant,2025-01-04 20:00:00,5,1
20250104-4053,883da115c7fffff,2025-01-04 20:07:00,21,8509,Barbeque Nation,2025-01-04 20:00:00,5,1
20250104-4332,883da18da3fffff,2025-01-04 20:07:00,13,304746,The California Boulevard,2025-01-04 20:00:00,5,1
20250104-3992,883da11409fffff,2025-01-04 20:07:00,9,313256,The Junkyard Cafe,2025-01-04 20:00:00,5,1
20250104-0490,883da11423fffff,2025-01-04 20:07:00,10,9618,The Blue Door Cafe,2025-01-04 20:00:00,5,1
20250104-0260,883da11409fffff,2025-01-04 20:08:00,16,4249,Wenger's,2025-01-04 20:00:00,5,1
20250104-0151,883da11489fffff,2025-01-04 20:08:00,18,18070486,QD's Restaurant,2025-01-04 20:00:00,5,1
20250104-3310,883da11455fffff,2025-01-04 20:08:00,22,870,Nizam's Kathi Kabab,2025-01-04 20:00:00,5,1
20250104-3528,883da1152bfffff,2025-01-04 20:08:00,15,301131,Fork You,2025-01-04 20:00:00,5,1
20250104-2475,883da11455fffff,2025-01-04 20:08:00,12,18306523,CafÃ­Â© MRP,2025-01-04 20:00:00,5,1
20250104-4224,883da1140bfffff,2025-01-04 20:08:00,14,302878,Cha Bar,2025-01-04 20:00:00,5,1
20250104-4239,883da1152bfffff,2025-01-04 20:08:00,19,301442,Imperfecto,2025-01-04 20:00:00,5,1
20250104-3414,883da11455fffff,2025-01-04 20:08:00,12,2913,Gola Sizzlers,2025-01-04 20:00:00,5,1
20250104-4940,883da11431fffff,2025-01-04 20:08:00,18,305525,Cafe Lota,2025-01-04 20:00:00,5,1
20250104-2902,883da11549fffff,2025-01-04 20:08:00,13,311340,Young Wild Free Cafe,2025-01-04 20:00:00,5,1
20250104-0747,883da1152bfffff,2025-01-04 20:08:00,19,89,Naivedyam,2025-01-04 20:00:00,5,1
20250104-4400,883da18da3fffff,2025-01-04 20:09:00,17,18037817,Qubitos - The Terrace Cafe,2025-01-04 20:00:00,5,1
20250104-2105,883da1b925fffff,2025-01-04 20:09:00,11,304262,Ricos,2025-01-04 20:00:00,5,1
20250104-2762,883da18ca7fffff,2025-01-04 20:09:00,8,9561,Barbeque Nation,2025-01-04 20:00:00,5,1
20250104-0868,883da11549fffff,2025-01-04 20:09:00,13,312772,2 Bandits Lounge & Bar,2025-01-04 20:00:00,5,1
20250104-3863,883da1b925fffff,2025-01-04 20:09:00,18,6144,Indus Flavour,2025-01-04 20:00:00,5,1
20250104-4048,883da18da3fffff,2025-01-04 20:09:00,13,18037817,Qubitos - The Terrace Cafe,2025-01-04 20:00:00,5,1
20250104-1792,883da102edfffff,2025-01-04 20:09:00,20,8621,Rose Cafe,2025-01-04 20:00:00,5,1
20250104-0655,883da102d3fffff,2025-01-04 20:09:00,10,311584,Baking Bad,2025-01-04 20:00:00,5,1
20250104-4982,883da11409fffff,2025-01-04 20:09:00,20,301489,Barbeque Nation,2025-01-04 20:00:00,5,1
20250104-3995,883da1152bfffff,2025-01-04 20:09:00,18,8369,Garage Inc.,2025-01-04 20:00:00,5,1
20250104-2035,883da11455fffff,2025-01-04 20:09:00,10,4815,Route 04,2025-01-04 20:00:00,5,1
20250104-3972,883da115e9fffff,2025-01-04 20:09:00,12,305,Sagar Ratna,2025-01-04 20:00:00,5,1
20250104-1080,883da11409fffff,2025-01-04 20:10:00,22,900,Saravana Bhavan,2025-01-04 20:00:00,5,1
20250104-3311,883da11409fffff,2025-01-04 20:10:00,15,309955,Nando's,2025-01-04 20:00:00,5,1
20250104-0997,883da11625fffff,2025-01-04 20:10:00,15,1641,Lanterns Kitchen & Bar,2025-01-04 20:00:00,5,1
20250104-1879,883da11453fffff,2025-01-04 20:10:00,17,463,Karim's,2025-01-04 20:00:00,5,1
20250104-2189,883da11735fffff,2025-01-04 20:10:00,11,2742,Bukhara - ITC Maurya,2025-01-04 20:00:00,5,1
20250104-2358,883da1156bfffff,2025-01-04 20:10:00,13,18034053,The Fatty Bao,2025-01-04 20:00:00,5,1
20250104-2184,883da1b925fffff,2025-01-04 20:10:00,18,4825,QD's Restaurant,2025-01-04 20:00:00,5,1
20250104-1130,883da11409fffff,2025-01-04 20:10:00,18,311057,My Bar Headquarters,2025-01-04 20:00:00,5,1
20250104-3914,883da1140bfffff,2025-01-04 20:10:00,22,302878,Cha Bar,2025-01-04 20:00:00,5,1
20250104-1906,883da11409fffff,2025-01-04 20:10:00,17,7713,Ardor 2.1,2025-01-04 20:00:00,5,1
20250104-4650,883da102edfffff,2025-01-04 20:10:00,17,8621,Rose Cafe,2025-01-04 20:00:00,5,1
20250104-2585,883da1b925fffff,2025-01-04 20:10:00,22,301700,Big Yellow Door,2025-01-04 20:00:00,5,1
20250104-0045,883da1145bfffff,2025-01-04 20:10:00,13,9165,Old Famous Jalebi Wala,2025-01-04 20:00:00,5,1
20250104-4073,883da1b925fffff,2025-01-04 20:10:00,19,304262,Ricos,2025-01-04 20:00:00,5,1
20250104-2965,883da11423fffff,2025-01-04 20:10:00,21,1614,Big Chill,2025-01-04 20:00:00,5,1
20250104-2033,883da115cdfffff,2025-01-04 20:10:00,26,1819,The All American Diner,2025-01-04 20:00:00,5,1
20250104-1432,883da11549fffff,2025-01-04 20:10:00,19,312772,2 Bandits Lounge & Bar,2025-01-04 20:00:00,5,1
20250104-2910,883da11407fffff,2025-01-04 20:10:00,24,4631,Andhra Bhavan,2025-01-04 20:00:00,5,1
20250104-0231,883da102dbfffff,2025-01-04 20:10:00,12,307065,Sakley's The Mountain Cafe,2025-01-04 20:00:00,5,1
20250104-2884,883da1152bfffff,2025-01-04 20:10:00,16,5732,"Elma's Bakery, Bar, and Kitchen",2025-01-04 20:00:00,5,1
20250104-2556,883da1140bfffff,2025-01-04 20:10:00,14,2298,Haldiram's,2025-01-04 20:00:00,5,1
20250104-4208,883da1140bfffff,2025-01-04 20:11:00,12,18238278,Tamasha,2025-01-04 20:00:00,5,1
20250104-3007,883da18dadfffff,2025-01-04 20:11:00,13,301998,Punjab Grill,2025-01-04 20:00:00,5,1
20250104-1212,883da1140bfffff,2025-01-04 20:11:00,20,302878,Cha Bar,2025-01-04 20:00:00,5,1
20250104-4503,883da115a5fffff,2025-01-04 20:11:00,14,304299,The Flying Saucer Cafe,2025-01-04 20:00:00,5,1
20250104-1175,883da18da3fffff,2025-01-04 20:11:00,17,304746,The California Boulevard,2025-01-04 20:00:00,5,1
20250104-4320,883da1140bfffff,2025-01-04 20:11:00,16,3394,Zaffran,2025-01-04 20:00:00,5,1
20250104-0423,883da11453fffff,2025-01-04 20:11:00,24,463,Karim's,2025-01-04 20:00:00,5,1
20250104-3752,883da102c7fffff,2025-01-04 20:11:00,14,3719,TGI Friday's,2025-01-04 20:00:00,5,1
20250104-3807,883da11423fffff,2025-01-04 20:11:00,15,309788,SodaBottleOpenerWala,2025-01-04 20:00:00,5,1
20250104-1003,883da11401fffff,2025-01-04 20:11:00,17,899,Saravana Bhavan,2025-01-04 20:00:00,5,1
20250104-3905,883da1143dfffff,2025-01-04 20:11:00,23,799,Gulati,2025-01-04 20:00:00,5,1
20250104-3811,883da11735fffff,2025-01-04 20:11:00,24,2742,Bukhara - ITC Maurya,2025-01-04 20:00:00,5,1
20250104-4865,883da11401fffff,2025-01-04 20:11:00,9,899,Saravana Bhavan,2025-01-04 20:00:00,5,1
20250104-4414,883da11423fffff,2025-01-04 20:11:00,9,309788,SodaBottleOpenerWala,2025-01-04 20:00:00,5,1
20250104-0475,883da11401fffff,2025-01-04 20:11:00,18,899,Saravana Bhavan,2025-01-04 20:00:00,5,1
20250104-3345,883da1029dfffff,2025-01-04 20:12:00,12,1922,Culinaire,2025-01-04 20:00:00,5,1
20250104-3083,883da11455fffff,2025-01-04 20:12:00,10,18306523,CafÃ­Â© MRP,2025-01-04 20:00:00,5,1
20250104-2491,883da115a5fffff,2025-01-04 20:12:00,10,305240,The Chatter House,2025-01-04 20:00:00,5,1
20250104-1751,883da11455fffff,2025-01-04 20:12:00,18,870,Nizam's Kathi Kabab,2025-01-04 20:00:00,5,1
20250104-2638,883da1152bfffff,2025-01-04 20:12:00,10,5030,Out Of The Box,2025-01-04 20:00:00,5,1
20250104-0099,883da11409fffff,2025-01-04 20:12:00,8,5738,Shake Square,2025-01-04 20:00:00,5,1
20250104-3937,883da1140bfffff,2025-01-04 20:12:00,12,18241537,38 Barracks,2025-01-04 20:00:00,5,1
20250104-0996,883da11409fffff,2025-01-04 20:12:00,24,900,Saravana Bhavan,2025-01-04 20:00:00,5,1
20250104-4634,883da1152bfffff,2025-01-04 20:12:00,28,308322,Hauz Khas Social,2025-01-04 20:00:00,5,1
20250104-3563,883da11409fffff,2025-01-04 20:12:00,17,18157384,Jungle Jamboree,2025-01-04 20:00:00,5,1
20250104-1176,883da18da3fffff,2025-01-04 20:12:00,16,312476,Lights Camera Action - Air Bar,2025-01-04 20:00:00,5,1
20250104-0952,883da115bdfffff,2025-01-04 20:13:00,12,929,Pebble Street,2025-01-04 20:00:00,5,1
20250104-3458,883da11401fffff,2025-01-04 20:13:00,18,899,Saravana Bhavan,2025-01-04 20:00:00,5,1
20250104-0517,883da11409fffff,2025-01-04 20:13:00,15,309955,Nando's,2025-01-04 20:00:00,5,1
20250104-3128,883da11409fffff,2025-01-04 20:13:00,13,18235515,FLYP@MTV,2025-01-04 20:00:00,5,1
20250104-1698,883da1152bfffff,2025-01-04 20:13:00,10,304296,My Bar Grill,2025-01-04 20:00:00,5,1
20250104-2003,883da116a5fffff,2025-01-04 20:13:00,12,481,Moti Mahal,2025-01-04 20:00:00,5,1
20250104-2109,883da1b925fffff,2025-01-04 20:13:00,12,18273624,Cafeteria & Co.,2025-01-04 20:00:00,5,1
20250104-2687,883da11423fffff,2025-01-04 20:13:00,15,307799,Wok  In The Clouds,2025-01-04 20:00:00,5,1
20250104-3808,883da11735fffff,2025-01-04 20:13:00,16,2742,Bukhara - ITC Maurya,2025-01-04 20:00:00,5,1
20250104-0218,883da11423fffff,2025-01-04 20:13:00,15,307802,Town Hall,2025-01-04 20:00:00,5,1
20250104-3171,883da11409fffff,2025-01-04 20:14:00,11,7855,Dunkin' Donuts,2025-01-04 20:00:00,5,1
20250104-0546,883da1143dfffff,2025-01-04 20:14:00,15,801,Havemore,2025-01-04 20:00:00,5,1
20250104-2201,883da11409fffff,2025-01-04 20:14:00,15,309586,Kinbuck 2,2025-01-04 20:00:00,5,1
20250104-1532,883da115a5fffff,2025-01-04 20:14:00,17,304239,FIO Cookhouse and Bar,2025-01-04 20:00:00,5,1
20250104-4139,883da1140bfffff,2025-01-04 20:14:00,13,18233593,Farzi Cafe,2025-01-04 20:00:00,5,1
20250104-0752,883da11455fffff,2025-01-04 20:14:00,11,1127,Castle 9,2025-01-04 20:00:00,5,1
20250104-4680,883da11401fffff,2025-01-04 20:14:00,11,899,Saravana Bhavan,2025-01-04 20:00:00,5,1
20250104-0869,883da11455fffff,2025-01-04 20:14:00,21,18246991,Odeon Social,2025-01-04 20:00:00,5,1
20250104-3372,883da18ca7fffff,2025-01-04 20:14:00,12,2965,Billu's Hut,2025-01-04 20:00:00,5,1
20250104-1848,883da11507fffff,2025-01-04 20:14:00,16,1777,Rajinder Da Dhaba,2025-01-04 20:00:00,5,1
20250104-2955,883da11455fffff,2025-01-04 20:14:00,13,870,Nizam's Kathi Kabab,2025-01-04 20:00:00,5,1
20250104-1209,883da1140bfffff,2025-01-04 20:14:00,16,302878,Cha Bar,2025-01-04 20:00:00,5,1
20250104-3865,883da115a5fffff,2025-01-04 20:14:00,13,304239,FIO Cookhouse and Bar,2025-01-04 20:00:00,5,1
20250104-4061,883da1140bfffff,2025-01-04 20:15:00,13,304154,My Bar Square,2025-01-04 20:15:00,5,1
20250104-3407,883da1152bfffff,2025-01-04 20:15:00,23,308322,Hauz Khas Social,2025-01-04 20:15:00,5,1
20250104-3944,883da11409fffff,2025-01-04 20:15:00,11,309790,The Vault Cafe,2025-01-04 20:15:00,5,1
20250104-2413,883da1153dfffff,2025-01-04 20:15:00,5,472,Evergreen Sweet House,2025-01-04 20:15:00,5,1
20250104-1728,883da102edfffff,2025-01-04 20:15:00,9,8621,Rose Cafe,2025-01-04 20:15:00,5,1
20250104-4964,883da1b925fffff,2025-01-04 20:15:00,16,310592,The Vintage Avenue,2025-01-04 20:15:00,5,1
20250104-4691,883da11409fffff,2025-01-04 20:15:00,13,311057,My Bar Headquarters,2025-01-04 20:15:00,5,1
20250104-4941,883da1140bfffff,2025-01-04 20:15:00,14,3393,Parikrama - The Revolving Restaurant,2025-01-04 20:15:00,5,1
20250104-0971,883da115a5fffff,2025-01-04 20:15:00,8,305240,The Chatter House,2025-01-04 20:15:00,5,1
20250104-3490,883da11409fffff,2025-01-04 20:15:00,14,5738,Shake Square,2025-01-04 20:15:00,5,1
20250104-4598,883da1152bfffff,2025-01-04 20:15:00,14,5732,"Elma's Bakery, Bar, and Kitchen",2025-01-04 20:15:00,5,1
20250104-3231,883da11455fffff,2025-01-04 20:15:00,16,1800,Veda,2025-01-04 20:15:00,5,1
20250104-4915,883da11409fffff,2025-01-04 20:15:00,19,309586,Kinbuck 2,2025-01-04 20:15:00,5,1
20250104-1489,883da102d7fffff,2025-01-04 20:15:00,10,2649,Whipped,2025-01-04 20:15:00,5,1
20250104-0703,883da1145bfffff,2025-01-04 20:15:00,16,7545,Natraj Dahi Bhalle Wala,2025-01-04 20:15:00,5,1
20250104-3003,883da11455fffff,2025-01-04 20:15:00,22,301605,Warehouse Cafe,2025-01-04 20:15:00,5,1
20250104-4064,883da11455fffff,2025-01-04 20:15:00,20,310143,Naturals Ice Cream,2025-01-04 20:15:00,5,1
20250104-4472,883da11455fffff,2025-01-04 20:15:00,18,18306523,CafÃ­Â© MRP,2025-01-04 20:15:00,5,1
20250104-1271,883da11453fffff,2025-01-04 20:15:00,12,993,Al Jawahar,2025-01-04 20:15:00,5,1
20250104-0784,883da115cdfffff,2025-01-04 20:15:00,14,1819,The All American Diner,2025-01-04 20:15:00,5,1
20250104-1663,883da102c7fffff,2025-01-04 20:15:00,14,3192,Big Chill,2025-01-04 20:15:00,5,1
20250104-4553,883da1b925fffff,2025-01-04 20:15:00,16,301700,Big Yellow Door,2025-01-04 20:15:00,5,1
20250104-0142,883da11409fffff,2025-01-04 20:16:00,10,18235515,FLYP@MTV,2025-01-04 20:15:00,5,1
20250104-2940,883da1b925fffff,2025-01-04 20:16:00,11,18273624,Cafeteria & Co.,2025-01-04 20:15:00,5,1
20250104-2851,883da11409fffff,2025-01-04 20:16:00,19,311057,My Bar Headquarters,2025-01-04 20:15:00,5,1
20250104-0288,883da11423fffff,2025-01-04 20:16:00,15,3406,Amici Cafe,2025-01-04 20:15:00,5,1
20250104-1970,883da11409fffff,2025-01-04 20:16:00,18,7713,Ardor 2.1,2025-01-04 20:15:00,5,1
20250104-2924,883da11409fffff,2025-01-04 20:16:00,14,312603,Lord of the Drinks,2025-01-04 20:15:00,5,1
20250104-3161,883da1152bfffff,2025-01-04 20:16:00,6,8893,Raasta,2025-01-04 20:15:00,5,1
20250104-4500,883da18da3fffff,2025-01-04 20:16:00,16,966,Dhaba,2025-01-04 20:15:00,5,1
20250104-1778,883da1140bfffff,2025-01-04 20:16:00,18,304154,My Bar Square,2025-01-04 20:15:00,5,1
20250104-2890,883da11409fffff,2025-01-04 20:16:00,13,306497,Punjabi By Nature,2025-01-04 20:15:00,5,1
20250104-3093,883da102c7fffff,2025-01-04 20:16:00,17,9984,Starbucks,2025-01-04 20:15:00,5,1
20250104-0369,883da11547fffff,2025-01-04 20:16:00,12,7060,Karnataka Food Centre,2025-01-04 20:15:00,5,1
20250104-2792,883da1152bfffff,2025-01-04 20:16:00,13,301131,Fork You,2025-01-04 20:15:00,5,1
20250104-0871,883da11423fffff,2025-01-04 20:16:00,14,844,Khan Chacha,2025-01-04 20:15:00,5,1
20250104-4866,883da115a5fffff,2025-01-04 20:17:00,16,305240,The Chatter House,2025-01-04 20:15:00,5,1
20250104-2726,883da11409fffff,2025-01-04 20:17:00,12,311373,Desi Vibes,2025-01-04 20:15:00,5,1
20250104-4234,883da11423fffff,2025-01-04 20:17:00,18,1614,Big Chill,2025-01-04 20:15:00,5,1
20250104-2233,883da11409fffff,2025-01-04 20:17:00,17,309790,The Vault Cafe,2025-01-04 20:15:00,5,1
20250104-2145,883da1152bfffff,2025-01-04 20:17:00,19,5030,Out Of The Box,2025-01-04 20:15:00,5,1
20250104-0219,883da11455fffff,2025-01-04 20:17:00,14,310143,Naturals Ice Cream,2025-01-04 20:15:00,5,1
20250104-2070,883da11423fffff,2025-01-04 20:17:00,15,311531,The Big Chill Cakery,2025-01-04 20:15:00,5,1
20250104-3353,883da1140bfffff,2025-01-04 20:17:00,14,310448,Burger King,2025-01-04 20:15:00,5,1
20250104-4783,883da1ab67fffff,2025-01-04 20:17:00,13,9909,Barbeque Nation,2025-01-04 20:15:00,5,1
20250104-3159,883da11409fffff,2025-01-04 20:17:00,17,306913,Caffe 9,2025-01-04 20:15:00,5,1
