Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Date,Day of Week,Hour of Day
18249081,Oh! China,1,New Delhi,"K1/135, Opposite Oriental Bank of Commerce, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.24785432,28.54140536,"Chinese, Thai",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,16,2024-07-04 12:02:18,Thursday,12
3632,Punjabi Zaika,1,New Delhi,"23, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2534878,28.5364501,"Chinese, Mughlai, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,39,2024-10-03 13:23:05,Thursday,13
7602,Rabi Snacks Corner,1,New Delhi,"44, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.24898689,28.5401377,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,18,2024-10-15 07:39:27,Tuesday,7
1712,Republic of Chicken,1,New Delhi,"12 & 13, DDA, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2534614,28.5364925,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,29,2024-07-22 16:13:28,Monday,16
300984,Roll n Roast,1,New Delhi,"7, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.24858187,28.54001105,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,27,2024-10-07 14:08:07,Monday,14
18429374,Roller's High,1,New Delhi,"K-1/38, EPDP Road, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",0.0,0.0,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,13,2024-10-07 09:08:52,Monday,9
18354627,Royal Chick 'N',1,New Delhi,"K-1/135, Main Road, C R Park, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2481801,28.5414227,"Mughlai, North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,18,2024-09-30 16:56:20,Monday,16
301522,Royal Kolkata Biryani,1,New Delhi,"26, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2487302,28.5404268,"North Indian, Chinese, Biryani",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,14,2024-06-10 19:33:15,Monday,19
4973,Sameer's Restaurant,1,New Delhi,"125, 1st Floor, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2533324,28.53629071,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,59,2024-06-29 19:12:07,Saturday,19
3504,Sanjha Chulha,1,New Delhi,"27, C.S.C. Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25324858,28.53638025,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,70,2024-06-15 04:18:55,Saturday,4
18459885,Shepherd's,1,New Delhi,"E 778, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",0.0,0.0,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,2024-12-09 05:21:48,Monday,5
301405,Soya King,1,New Delhi,"Shop 25, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2532497,28.5364506,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,71,2024-09-01 18:06:13,Sunday,18
18457499,Tasty Tonight,1,New Delhi,"Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",0.0,0.0,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),No,No,No,No,3,3.1,Orange,Average,5,2024-06-20 16:06:57,Thursday,16
18445801,The Mustard,1,New Delhi,"145, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.248798,28.540204,Bengali,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,7,2024-08-08 14:04:04,Thursday,14
18355107,Tibb's Frankie,1,New Delhi,"E-778, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2534364,28.5363915,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,16,2024-10-25 04:19:44,Friday,4
18175328,Wazwaan Restaurant,1,New Delhi,"A-5, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2417726,28.5426944,"North Indian, Kashmiri",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,14,2024-09-15 13:26:39,Sunday,13
7613,Yummi Kolkataa,1,New Delhi,"13, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.248847,28.5399215,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,17,2024-07-13 20:36:40,Saturday,20
7599,Annapurna Sweet House,1,New Delhi,"38, CSC Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25338604,28.53622797,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,55,2024-12-02 12:47:34,Monday,12
302936,Ashirbad,1,New Delhi,"Shop 3, Market 3, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2431467,28.5408504,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,46,2024-06-25 06:01:40,Tuesday,6
4608,Chocolatiers - The Chocolate Boutique,1,New Delhi,"9, DDA Market 4, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.248454,28.5371718,Desserts,100,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,112,2024-06-29 16:48:14,Saturday,16
7636,Dadu Cutlet Shop,1,New Delhi,"39, C.S.C Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25329351,28.53622856,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,99,2024-07-20 19:55:15,Saturday,19
18373691,Dogs & Wiches,1,New Delhi,"Shop 105, 1st Floor, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2530626,28.53681321,"Continental, American, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,109,2024-08-16 20:56:04,Friday,20
7634,Maa Tara,1,New Delhi,"45, 46, & 47, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2532976,28.5362306,"Bengali, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,458,2024-08-21 12:09:33,Wednesday,12
306028,My Spice Kitchen,1,New Delhi,"51, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2487359,28.5403982,"North Indian, Mughlai, Biryani, Bengali",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,443,2024-11-03 10:52:25,Sunday,10
311637,The Singing Tree,1,New Delhi,"Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2488222,28.5403609,Beverages,100,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,33,2024-09-02 02:51:19,Monday,2
18396171,Baba Chicken Ludhiana Wale,1,New Delhi,"K 1/38, EPDP Main Road, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.24996019,28.54047929,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,2024-09-28 01:01:16,Saturday,1
18282004,Bengal Snacks,1,New Delhi,"Shop 53, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.24868078,28.54036184,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,2024-07-01 07:09:46,Monday,7
17989134,Brownies & More,1,New Delhi,"32, Market 4, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2485055,28.5371328,"Bakery, Fast Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,2024-12-13 00:10:45,Friday,0
18371396,Cafe Coffee Day,1,New Delhi,"K-1/14, Main Road, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2530302,28.5393728,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,2024-07-31 09:02:34,Wednesday,9
18396942,Craving Cure,1,New Delhi,"Shop 7, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2533385,28.5366561,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,2024-06-10 05:05:51,Monday,5
18311930,Cuisine,1,New Delhi,"Rockland Inn, B-207, Block B, Outer Ring Road, Near Savitri Cinema Flyover, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2417726,28.5426944,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,0.0,White,Not rated,1,2024-10-27 23:04:22,Sunday,23
18481320,Food Nation,1,New Delhi,"Shop 22, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",0.0,0.0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,2024-12-01 18:51:33,Sunday,18
7635,Kamala Fast Food & Chinese,1,New Delhi,"32, Market  2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25298069,28.5359835,"Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,2024-12-28 23:28:59,Saturday,23
7601,Lokenath Sweets,1,New Delhi,"22, Market 4, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2484567,28.5371718,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,2024-08-18 16:23:48,Sunday,16
18471314,Me and My Cake,1,New Delhi,"Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",0.0,0.0,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,2024-10-21 00:27:11,Monday,0
309080,Chulha Punjabi Da,1,New Delhi,"36, C.S.C, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.25327071,28.53634285,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,41,2024-10-26 23:22:23,Saturday,23
1358,Viva Hyderabad,1,New Delhi,"Shop 102, 1st Floor, DDA Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2529294,28.53692899,"Biryani, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,38,2024-09-06 14:24:00,Friday,14
5890,Metro Grill,1,New Delhi,"4th Floor, City Centre Mall, Rohini, New Delhi","City Centre Mall, Rohini","City Centre Mall, Rohini, New Delhi",77.1142232,28.7168739,"North Indian, Mughlai, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,134,2024-07-29 11:07:46,Monday,11
306513,Cafe Cruise,1,New Delhi,"UG 16-17, 1st Floor, City Square Mall, Rajouri Garden, New Delhi","City Square Mall, Rajouri Garden","City Square Mall, Rajouri Garden, New Delhi",77.1232509,28.6501775,"Continental, North Indian, Chinese",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.8,Orange,Average,153,2024-12-20 05:43:04,Friday,5
3089,Etal The Lounge Bar,1,New Delhi,"18-20, 2nd Floor, City Square Mall, Rajouri Garden, New Delhi","City Square Mall, Rajouri Garden","City Square Mall, Rajouri Garden, New Delhi",77.123654,28.6502181,"North Indian, Italian, Fast Food",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,455,2024-11-05 07:29:59,Tuesday,7
7061,"Game of Legends - Sports Bar, Grill, & Lounge",1,New Delhi,"Level 3, City Square Mall, Rajouri Garden, New Delhi","City Square Mall, Rajouri Garden","City Square Mall, Rajouri Garden, New Delhi",77.1233229,28.650366,"North Indian, Chinese, Continental, Italian",1450,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,609,2024-06-04 08:34:24,Tuesday,8
18466981,Al-raaya,1,New Delhi,"5B/1, Court Lane, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.220848,28.671114,"Mughlai, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,6,2024-11-04 08:17:22,Monday,8
311093,Authentique Bites,1,New Delhi,"7, Rajpur Road, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2253817,28.6764039,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,17,2024-06-09 07:26:20,Sunday,7
1055,Embassy,1,New Delhi,"2-13, Alipur Road, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2252021,28.6766555,"Chinese, North Indian, Mughlai",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.0,Orange,Average,126,2024-07-31 22:03:59,Wednesday,22
18144470,Narang's Bake 'n' Cake,1,New Delhi,"Shop 53, New Market, Timarpur, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.222238,28.7027947,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,2024-12-19 14:55:27,Thursday,14
4089,New Darvesh,1,New Delhi,"B.D. Estate Market, Timarpur, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2203223,28.6976361,"Chinese, South Indian",150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,14,2024-11-15 03:29:13,Friday,3
311030,1UP,1,New Delhi,"13, Alipur Road, Exchange Store Building, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2252161,28.6762903,"Cafe, Italian, Continental",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,282,2024-06-24 19:19:56,Monday,19
9927,Gujarati Samaj Santushti,1,New Delhi,"2, Shri Delhi Gujarati Samaj, Raj Niwas Marg, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2241691,28.6722125,Gujarati,300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,95,2024-08-14 17:51:24,Wednesday,17
18261146,Hind Bakery & Chinese Fast Food,1,New Delhi,"50, New Market, Timarpur, Near Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2222477,28.7028124,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,2024-09-24 08:12:15,Tuesday,8
18424867,Hot Pot,1,New Delhi,"DTC Bus Pass Section, Timarpur Chowk, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2213398,28.7008282,Chinese,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,2024-09-18 22:33:38,Wednesday,22
18361206,Punjabi Flavour,1,New Delhi,"5, Khaibar Pass, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2212499,28.6919529,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,2024-11-04 16:09:18,Monday,16
18424863,Saras Fast Food Feast,1,New Delhi,"Gujarati Samajh, Raj Niwas Marg, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2224176,28.6726275,"North Indian, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,2024-12-16 10:51:46,Monday,10
18361208,Shama Chicken Corner,1,New Delhi,"Khaibar Pass, Main Road, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2211471,28.6917878,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,2024-07-04 03:24:59,Thursday,3
18398580,The Night Owl,1,New Delhi,"Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2255613,28.6765107,Chinese,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,2024-07-22 02:38:33,Monday,2
18424871,Wimpy Sweets And Confectioners,1,New Delhi,"B.D. Estate Market, Timarpur, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2204415,28.6975181,"Bakery, Mithai",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,2024-12-18 12:05:42,Wednesday,12
18245298,Boa Village,1,New Delhi,"13, Alipur Road, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2252919,28.6767537,"Chinese, Japanese, Korean, Asian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,225,2024-11-20 10:47:09,Wednesday,10
2578,Anand Ji Restaurant,1,New Delhi,"35, Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26811942,28.56171513,"Chinese, North Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,28,2024-08-05 02:31:35,Monday,2
709,Baskin Robbins,1,New Delhi,"67, Community Centre Market, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.2683524,28.5620725,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,38,2024-09-30 05:24:53,Monday,5
1530,Bhoj Restaurant,1,New Delhi,"24, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26825587,28.56150782,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,54,2024-08-11 15:52:29,Sunday,15
1401,Brijwasi Restaurant,1,New Delhi,"20, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.268392,28.56159321,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,32,2024-06-11 16:50:49,Tuesday,16
602,Cafe Coffee Day - The Lounge,1,New Delhi,"14, Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.2690337,28.562628,Cafe,750,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,42,2024-08-29 06:08:27,Thursday,6
18175255,Cafe Coffee Day,1,New Delhi,"12, Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26926506,28.5624519,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,10,2024-12-13 12:45:42,Friday,12
2245,Chaat Tadka,1,New Delhi,"8, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26820022,28.56128843,"North Indian, Street Food, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,27,2024-10-21 20:43:50,Monday,20
2585,Chawla's Unique Chicken Corner,1,New Delhi,"14, Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26839837,28.56136028,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,35,2024-09-29 06:15:13,Sunday,6
908,Dawat Khana,1,New Delhi,"17, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.2688013,28.562384,"North Indian, Mughlai, Chinese",1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.5,Orange,Average,82,2024-08-02 20:01:35,Friday,20
924,Eat n Joy,1,New Delhi,"16, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.2684871,28.5614129,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,24,2024-07-06 18:09:31,Saturday,18
7715,Khan Chicken Biryani,1,New Delhi,"Opposite LIC Office, Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26784986,28.56181849,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,14,2024-12-22 07:44:46,Sunday,7
9476,Kolkata Roll,1,New Delhi,"Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.2685365,28.56132406,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,16,2024-08-28 22:10:29,Wednesday,22
7686,R. Ahmad Food,1,New Delhi,"Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.269169,28.562686,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,11,2024-10-02 03:18:25,Wednesday,3
305621,Sab Ke Khatir,1,New Delhi,"Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.268562,28.560994,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,14,2024-06-22 03:47:23,Saturday,3
1324,Bon Bon Pastry Shop,1,New Delhi,"73, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26831857,28.56217362,"Bakery, Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,91,2024-11-30 06:50:52,Saturday,6
927,Moksha,1,New Delhi,"8, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26906691,28.56231173,North Indian,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,110,2024-12-14 14:52:54,Saturday,14
929,Pebble Street,1,New Delhi,"8, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26893816,28.56253759,"Italian, Tex-Mex, Continental, North Indian",2400,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,886,2024-07-01 00:47:17,Monday,0
18256780,Kebab Gallery,1,New Delhi,"Shop 86, Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26817206,28.56203051,"North Indian, Lucknowi",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,2024-10-19 15:33:03,Saturday,15
53,Amber,1,New Delhi,"N-19, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2208907,28.6301966,"North Indian, Chinese, Mughlai",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,152,2024-07-10 12:38:16,Wednesday,12
307271,Attitude Kitchen & Bar,1,New Delhi,"N-12, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22035229,28.63004355,"North Indian, Continental, Italian",1300,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average,140,2024-12-11 07:49:11,Wednesday,7
596,Cafe Coffee Day,1,New Delhi,"4, Rajiv Chowk, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2198128,28.6329609,Cafe,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,277,2024-09-29 02:13:15,Sunday,2
1127,Castle 9,1,New Delhi,"B-45/47, 1st Floor, Near PVR Plaza, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2194984,28.6348572,"Finger Food, Continental, North Indian, Chinese",1350,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,1099,2024-11-13 21:29:49,Wednesday,21
4237,Costa Coffee,1,New Delhi,"Shop 49, Bengali Market, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2321919,28.62925605,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,76,2024-08-07 02:20:17,Wednesday,2
6357,Delhi Darbar Dhaba,1,New Delhi,"7, NDMC Market, Babar Road, Near Bengali Market, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2298312,28.6305968,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,89,2024-07-15 04:13:19,Monday,4
18124357,Garam Dharam,1,New Delhi,"M-16, Ground Floor, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2226871,28.6317119,North Indian,1300,Indian Rupees(Rs.),No,Yes,No,No,3,3.4,Orange,Average,1523,2024-09-10 01:47:08,Tuesday,1
2913,Gola Sizzlers,1,New Delhi,"K-24, Opposite PVR Plaza Cinema, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2198577,28.6352499,"Chinese, North Indian, Mughlai, Continental",1600,Indian Rupees(Rs.),No,Yes,No,No,3,3.0,Orange,Average,671,2024-11-29 12:28:20,Friday,12
3506,Indian Coffee House,1,New Delhi,"2nd Floor, Mohan Singh Place, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2160401,28.6305402,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,1300,2024-12-07 12:40:26,Saturday,12
6957,My Bar Lounge & Restaurant,1,New Delhi,"G-68, Near Metro Exit 7 & 8, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2165791,28.6323836,"North Indian, Chinese, Italian, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,2.7,Orange,Average,2460,2024-08-26 11:08:55,Monday,11
304154,My Bar Square,1,New Delhi,"E-34 & 35, 1st Floor, Inner Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2213398,28.6328378,"North Indian, Chinese, Italian, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,2.5,Orange,Average,1096,2024-11-25 23:30:18,Monday,23
320,Sagar Ratna,1,New Delhi,"K-15, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.220409,28.6356827,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,499,2024-08-18 21:47:19,Sunday,21
310097,The Immigrant Cafe,1,New Delhi,"B-45, 1st Floor, Inner Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2190044,28.6340485,"North Indian, Italian, Continental",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,563,2024-11-13 08:00:07,Wednesday,8
